Employee ID,Age,Gender,Department,Job Role,Years At Company,Monthly Salary,Attrition
E0331,37,Unkown,sales,Sales Executive,16,130989,Yes
E0850,21,Male,sales,Sales Executive,16,145935,No
E1059,45,Unkown,Sales,Sales Executive,0,80052,Yes
E0562,54,Unkown,Operations,Supervisor,25,125068,Unknown
E2008,40,Female,Finance,Financial Analyst,12,120168,Yes
E0905,21,Female,IT,Software Engineer,34,103253,No
E0971,43,Male,Finance,Financial Analyst,10,118923,No
E0350,23,Unkown,HR,Recruiter,10,37959,No
E1148,33,Female,Finance,Financial Analyst,19,153863,N
E0455,33,Unkown,Operations,Operations Executive,7,39681,No
E1134,27,Male,HR,Recruiter,24,70204,No
E0306,25,Unkown,R&D,Research Analyst,2,93070,No
E0911,22,Female,Finance,Financial Analyst,2,155447,No
E0407,53,Unkown,sales,Sales Executive,35,65071,No
E1342,38,Unkown,HR,Recruiter,3,84598,No
E0070,51,Male,Operations,Supervisor,35,86100,Yes
E0202,53,Unkown,Human Resources,Recruiter,0,135401,No
E1261,56,Male,Human Resources,Recruiter,25,75286,No
E0332,26,Unkown,IT,Software Engineer,8,117419,No
E0587,25,Unkown,Operations,Operations Executive,32,104971,Yes
E2024,24,Male,sales,Sales Executive,27,137166,No
E0857,23,Female,Operations,Operations Executive,3,110982,No
E0525,40,Male,Finance,Accountant,24,93070,No
E1324,45,Female,IT,System Admin,35,96014,No
E0489,47,Male,HR,HR Executive,7,151933,Yes
E1172,45,Female,R&D,Scientist,20,56421,Yes
E0626,35,Unkown,Human Resources,Recruiter,6,103776,No
E0653,39,Male,IT,System Admin,21,59656,No
E0235,45,Unkown,Sales,Sales Executive,0,88843,No
E0472,39,Female,Operations,Operations Executive,26,47852,Unknown
E1363,30,Unkown,HR,HR Executive,13,86572,No
E1025,31,Male,R&D,Research Analyst,23,80176,Yes
E1441,33,Male,IT,Software Engineer,28,125936,No
E1446,38,Female,Sales,Sales Executive,18,103601,Yes
E0328,28,Male,Human Resources,Recruiter,31,130413,Yes
E0480,59,Unkown,Finance,Financial Analyst,14,68820,No
E1467,44,Male,R&D,Research Analyst,34,37169,No
E0133,53,Unkown,Human Resources,Recruiter,29,39717,No
E0551,33,Unkown,Marketing,SEO Specialist,34,39727,No
E0299,58,Female,Marketing,SEO Specialist,6,78780,No
E1097,45,Unkown,HR,Recruiter,34,93328,No
E0546,36,Male,Marketing,Marketing Executive,15,55823,Yes
E0651,43,Male,HR,Recruiter,35,111009,No
E0826,49,Female,Sales,Sales Executive,12,51322,No
E0348,57,Unkown,Operations,Supervisor,15,129458,No
E1085,49,Male,Human Resources,Recruiter,12,31961,No
E1418,38,Female,R&D,Research Analyst,22,74746,No
E1276,23,Female,HR,Recruiter,22,137253,No
E1023,44,Male,Sales,Sales Manager,3,78251,Unknown
E0225,35,Female,Sales,Sales Manager,23,50593,No
E0390,45,Male,Sales,Sales Manager,34,137774,No
E0716,56,Male,Operations,Operations Executive,33,41298,No
E0846,51,Male,sales,Sales Executive,33,67304,Yes
E1104,25,Male,sales,Sales Executive,19,81397,No
E1459,37,Unkown,Finance,Accountant,13,158487,No
E1287,32,Male,sales,Sales Executive,22,84881,N
E1207,28,Male,Sales,Sales Manager,6,150483,No
E0233,40,Female,IT,Software Engineer,9,131020,Yes
E1210,25,Female,sales,Sales Executive,11,33967,No
E1058,42,Female,Marketing,Marketing Executive,3,84851,No
E1488,31,Female,Finance,Financial Analyst,33,158375,Yes
E0654,50,Female,HR,HR Executive,29,144836,No
E0972,56,Female,HR,Recruiter,35,31225,No
E1328,29,Male,Sales,Sales Executive,20,71202,Yes
E0362,22,Unkown,Human Resources,Recruiter,17,83805,No
E1152,42,Female,Operations,Supervisor,29,91842,No
E0352,47,Male,Human Resources,Recruiter,16,96372,No
E1080,45,Female,Human Resources,Recruiter,21,150574,No
E1229,51,Female,sales,Sales Executive,20,99154,No
E1408,44,Male,HR,HR Executive,2,76419,No
E1391,27,Female,sales,Sales Executive,27,35969,No
E0543,42,Female,Human Resources,Recruiter,10,69877,No
E0849,55,Female,Sales,Sales Executive,26,145825,No
E0526,43,Unkown,IT,Software Engineer,12,93070,No
E1100,23,Male,IT,Software Engineer,20,132957,No
E0824,46,Male,sales,Sales Executive,0,120137,No
E0459,21,Unkown,Human Resources,Recruiter,9,62884,No
E1248,57,Female,Sales,Sales Manager,11,92071,No
E0990,21,Unkown,Marketing,SEO Specialist,12,108173,No
E0796,41,Male,Human Resources,Recruiter,2,33700,No
E0014,29,Unkown,R&D,Scientist,29,33403,No
E1250,56,Unkown,R&D,Scientist,7,134277,No
E0632,59,Unkown,Finance,Financial Analyst,19,132818,No
E1036,33,Female,Finance,Financial Analyst,0,67061,No
E1318,36,Male,Finance,Financial Analyst,17,146190,No
E0342,25,Male,R&D,Research Analyst,9,159912,No
E0630,36,Female,Marketing,SEO Specialist,9,105088,No
E0280,22,Male,sales,Sales Executive,31,74455,No
E1352,55,Unkown,Marketing,Marketing Executive,11,90950,No
E0318,54,Female,R&D,Scientist,23,70851,No
E1303,31,Male,IT,Software Engineer,21,32115,Unknown
E1146,52,Unkown,Marketing,SEO Specialist,4,67733,No
E0401,55,Female,Sales,Sales Manager,26,131873,No
E0336,29,Male,Human Resources,Recruiter,29,64829,Yes
E0169,38,Male,HR,HR Executive,10,63244,No
E0856,60,Unkown,sales,Sales Executive,1,114573,No
E1018,35,Unkown,Operations,Supervisor,29,137860,No
E0506,58,Unkown,Finance,Accountant,24,65826,No
E0788,49,Unkown,Operations,Operations Executive,11,126848,Yes
E0179,28,Unkown,Marketing,SEO Specialist,12,110241,No
E1204,38,Male,Human Resources,Recruiter,32,66018,No
E0692,21,Male,sales,Sales Executive,11,112853,No
E0366,55,Male,HR,HR Executive,18,84076,Yes
E1167,53,Unkown,Human Resources,Recruiter,35,70555,No
E1275,24,Male,Operations,Supervisor,18,52560,No
E0320,57,Unkown,Finance,Financial Analyst,19,78841,Yes
E1399,54,Male,IT,System Admin,14,41189,No
E0848,60,Female,sales,Sales Executive,34,111453,No
E0924,54,Female,Operations,Supervisor,21,90294,No
E1274,44,Female,Operations,Operations Executive,21,134595,No
E0985,28,Unkown,Operations,Operations Executive,7,113011,No
E0356,30,Unkown,sales,Sales Executive,11,58440,No
E0285,45,Male,Operations,Operations Executive,21,137090,No
E0607,27,Male,HR,Recruiter,30,37785,No
E1316,40,Female,Sales,Sales Manager,8,148018,Yes
E0521,58,Male,sales,Sales Executive,17,68850,No
E0611,21,Female,IT,System Admin,35,105341,Yes
E0393,23,Unkown,Marketing,SEO Specialist,32,132325,No
E1450,22,Male,IT,System Admin,33,28387,Yes
E1315,54,Male,Operations,Supervisor,33,153283,No
E0910,49,Female,Sales,Sales Manager,10,129166,No
E0199,29,Unkown,Finance,Financial Analyst,14,62130,No
E0950,28,Female,Sales,Sales Executive,17,95258,Yes
E2127,45,Unkown,sales,Sales Executive,24,29938,No
E0638,26,Unkown,Finance,Financial Analyst,2,152430,No
E0136,58,Unkown,Sales,Sales Executive,11,113509,No
E0942,59,Unkown,Operations,Operations Executive,12,149753,N
E0194,48,Female,Operations,Supervisor,14,104013,No
E0673,45,Male,IT,System Admin,14,122314,N
E1230,40,Male,Human Resources,Recruiter,9,127933,No
E1070,48,Unkown,Operations,Supervisor,22,94225,No
E0707,38,Male,sales,Sales Executive,34,119451,No
E0542,38,Unkown,Sales,Sales Executive,31,155955,Yes
E0288,47,Unkown,Sales,Sales Executive,17,134994,Yes
E0538,40,Unkown,IT,Software Engineer,28,41364,N
E1355,53,Unkown,R&D,Research Analyst,23,153418,No
E1255,28,Unkown,R&D,Scientist,22,43545,No
E0835,22,Female,HR,HR Executive,21,38416,Yes
E0019,53,Unkown,R&D,Research Analyst,8,29562,No
E0646,34,Unkown,Operations,Operations Executive,17,78144,No
E1435,51,Male,Operations,Operations Executive,17,98723,No
E0918,40,Unkown,Operations,Operations Executive,14,93070,No
E1436,25,Female,R&D,Research Analyst,26,131982,No
E0446,52,Unkown,Finance,Accountant,19,151642,No
E1496,42,Male,Operations,Operations Executive,30,94475,No
E1386,33,Unkown,Finance,Accountant,23,127974,No
E0684,28,Male,R&D,Research Analyst,31,54722,No
E0440,36,Female,IT,Software Engineer,30,83528,No
E0801,34,Unkown,R&D,Scientist,21,157981,No
E1233,43,Male,sales,Sales Executive,17,74565,No
E0930,30,Male,sales,Sales Executive,8,108585,Yes
E0756,33,Female,Sales,Sales Manager,15,48764,Yes
E0881,22,Female,Finance,Accountant,34,155146,No
E1331,29,Male,Finance,Financial Analyst,24,48051,No
E0967,44,Male,HR,HR Executive,14,47498,No
E0812,37,Male,Sales,Sales Manager,15,148840,No
E1114,45,Male,Marketing,SEO Specialist,31,150334,Yes
E1432,42,Female,HR,Recruiter,35,54883,No
E0417,49,Female,HR,HR Executive,30,93070,N
E0310,57,Unkown,sales,Sales Executive,27,36782,No
E0487,52,Female,R&D,Scientist,16,104982,No
E0354,38,Female,Sales,Sales Executive,27,131991,Yes
E0758,35,Unkown,Finance,Accountant,13,152957,No
E0435,51,Unkown,sales,Sales Executive,1,68629,No
E0220,56,Male,Finance,Accountant,0,36475,No
E1062,29,Male,Operations,Supervisor,27,99935,No
E0697,43,Male,IT,Software Engineer,14,72208,No
E0116,48,Unkown,Operations,Supervisor,18,48707,No
E0559,60,Unkown,R&D,Research Analyst,23,92493,Yes
E0049,30,Female,Sales,Sales Manager,10,40410,Yes
E0617,56,Male,HR,Recruiter,13,73753,No
E1358,39,Male,Human Resources,Recruiter,18,51229,No
E1487,30,Male,Finance,Financial Analyst,17,128498,No
E0262,51,Unkown,HR,HR Executive,19,81762,No
E0613,28,Male,Human Resources,Recruiter,33,128291,No
E1476,45,Male,Marketing,Marketing Executive,0,90138,No
E1332,22,Male,sales,Sales Executive,31,63459,No
E1024,44,Unkown,Marketing,SEO Specialist,5,120611,No
E0983,39,Unkown,IT,Software Engineer,15,137293,No
E0196,38,Unkown,Human Resources,Recruiter,28,101478,No
E0323,27,Male,HR,Recruiter,14,158032,No
E1293,51,Male,Operations,Operations Executive,28,135118,No
E0038,46,Female,Marketing,SEO Specialist,22,88005,Yes
E0591,34,Female,sales,Sales Executive,30,129224,Yes
E0699,27,Female,IT,Software Engineer,9,28824,No
E1107,23,Male,Sales,Sales Manager,6,85326,No
E0738,59,Unkown,Operations,Supervisor,14,50146,No
E0031,40,Male,Marketing,Marketing Executive,7,102068,No
E0799,24,Unkown,sales,Sales Executive,13,72839,No
E0314,39,Unkown,Finance,Accountant,12,46182,Y
E0822,46,Unkown,Finance,Financial Analyst,18,93999,No
E0554,54,Female,R&D,Scientist,5,72062,Yes
E1404,27,Male,Marketing,SEO Specialist,14,93314,No
E1017,58,Female,Marketing,Marketing Executive,29,146775,Unknown
E0173,25,Female,sales,Sales Executive,12,104758,No
E0842,40,Unkown,R&D,Research Analyst,27,79389,No
E0085,40,Female,HR,Recruiter,28,145292,Yes
E0483,25,Unkown,Human Resources,Recruiter,8,93070,Unknown
E0130,26,Female,HR,HR Executive,23,82246,Yes
E0636,35,Female,R&D,Research Analyst,22,134053,No
E0556,52,Male,Sales,Sales Executive,19,93070,No
E1273,58,Unkown,IT,Software Engineer,3,77547,No
E2206,31,Unkown,Human Resources,Recruiter,24,121380,No
E0139,28,Unkown,Marketing,Marketing Executive,11,157454,No
E0456,34,Female,Finance,Accountant,33,63929,No
E0783,51,Male,Finance,Accountant,34,92066,No
E0501,35,Unkown,R&D,Scientist,22,110076,No
E0566,35,Male,Finance,Financial Analyst,0,70911,No
E1451,57,Female,Human Resources,Recruiter,12,65808,No
E0146,36,Male,R&D,Research Analyst,7,139148,No
E1203,58,Female,Human Resources,Recruiter,5,79033,No
E1125,54,Female,IT,System Admin,6,93070,No
E1093,34,Unkown,Sales,Sales Executive,32,105074,No
E0357,43,Female,R&D,Research Analyst,17,95752,No
E1397,21,Unkown,IT,Software Engineer,0,73003,No
E0992,33,Female,Human Resources,Recruiter,22,94456,Yes
E0909,23,Unkown,HR,Recruiter,24,113692,Yes
E1145,48,Female,HR,Recruiter,11,115931,No
E0128,39,Male,Finance,Financial Analyst,11,93070,No
E1426,50,Unkown,IT,Software Engineer,14,43420,No
E0276,52,Female,Human Resources,Recruiter,20,52040,Y
E1065,44,Female,Operations,Supervisor,16,84298,No
E1232,43,Unkown,IT,Software Engineer,2,77307,No
E0282,59,Unkown,Finance,Accountant,24,150319,No
E1400,39,Unkown,sales,Sales Executive,2,107023,Yes
E0187,47,Unkown,Operations,Operations Executive,16,100345,No
E2230,57,Female,HR,HR Executive,2,30198,No
E0005,53,Unkown,Sales,Sales Executive,27,155437,No
E0815,31,Female,R&D,Scientist,17,137689,Yes
E0888,41,Male,Operations,Operations Executive,10,159362,Yes
E0457,39,Male,R&D,Research Analyst,14,88505,N
E1458,42,Unkown,IT,System Admin,1,64811,No
E0154,60,Female,R&D,Research Analyst,4,111961,Yes
E1087,38,Unkown,Sales,Sales Executive,30,93070,No
E1084,22,Female,Finance,Financial Analyst,2,112906,No
E1410,28,Unkown,IT,Software Engineer,30,151416,No
E0694,46,Male,Marketing,SEO Specialist,35,137846,No
E0903,31,Female,Sales,Sales Manager,30,70444,No
E2242,32,Male,sales,Sales Executive,3,120092,Yes
E0239,57,Unkown,R&D,Research Analyst,6,156236,No
E0550,36,Female,Marketing,Marketing Executive,14,71285,No
E0402,32,Female,Sales,Sales Executive,25,52543,Yes
E0152,33,Female,Operations,Supervisor,24,157308,Yes
E0324,32,Male,Marketing,Marketing Executive,10,46814,No
E0504,60,Female,Marketing,Marketing Executive,0,54649,No
E0597,33,Unkown,Sales,Sales Executive,22,137296,No
E1443,46,Male,Operations,Supervisor,25,86771,No
E0668,60,Unkown,Human Resources,Recruiter,15,70959,No
E0513,29,Female,Operations,Supervisor,29,128588,Yes
E0829,59,Female,Finance,Financial Analyst,28,125501,No
E0380,32,Male,Sales,Sales Manager,20,121853,No
E0549,54,Male,Marketing,SEO Specialist,26,126429,No
E1109,24,Unkown,Finance,Accountant,1,81805,No
E0621,40,Unkown,sales,Sales Executive,10,115633,No
E0996,32,Female,Human Resources,Recruiter,31,31351,Yes
E1491,42,Male,R&D,Research Analyst,9,63905,No
E1295,26,Female,Finance,Financial Analyst,27,86534,No
E1434,31,Female,Sales,Sales Executive,24,110060,No
E0192,25,Unkown,Operations,Operations Executive,3,151964,No
E1198,48,Unkown,Human Resources,Recruiter,31,135662,Yes
E0787,27,Female,Finance,Financial Analyst,27,113901,No
E1447,38,Male,Finance,Financial Analyst,5,97938,No
E1334,57,Unkown,sales,Sales Executive,1,105089,No
E0817,59,Unkown,Finance,Accountant,12,94690,Yes
E0164,49,Female,Finance,Financial Analyst,0,152924,No
E0764,22,Unkown,Sales,Sales Executive,19,37660,No
E1433,38,Female,Marketing,SEO Specialist,1,125533,No
E0691,42,Male,Operations,Supervisor,25,150481,Yes
E0531,45,Female,R&D,Scientist,30,133915,No
E0963,39,Female,Human Resources,Recruiter,20,91724,Yes
E1389,49,Male,Operations,Operations Executive,0,52170,No
E1241,29,Female,R&D,Research Analyst,34,37888,No
E0449,31,Unkown,R&D,Scientist,32,120457,No
E1128,28,Female,HR,Recruiter,16,50750,No
E1042,29,Unkown,Marketing,SEO Specialist,0,34560,Yes
E0088,42,Female,Sales,Sales Executive,29,42196,No
E1149,35,Female,R&D,Scientist,14,81002,No
E0976,49,Unkown,Human Resources,Recruiter,7,136788,No
E1092,27,Female,Finance,Financial Analyst,33,139021,No
E0777,53,Female,Sales,Sales Manager,0,29863,Y
E1401,54,Female,Finance,Accountant,15,90923,Yes
E2285,26,Female,Operations,Operations Executive,17,122737,No
E0907,37,Unkown,sales,Sales Executive,32,86803,No
E1346,59,Unkown,Finance,Accountant,8,93070,No
E0520,43,Unkown,Marketing,Marketing Executive,22,148145,No
E0995,40,Male,Marketing,Marketing Executive,32,122993,No
E0238,35,Female,IT,Software Engineer,6,112716,No
E0343,41,Unkown,Operations,Supervisor,21,118647,No
E0297,54,Male,Operations,Operations Executive,35,142853,No
E0201,27,Male,sales,Sales Executive,1,154359,No
E0376,39,Unkown,sales,Sales Executive,30,117096,No
E1000,26,Male,Finance,Financial Analyst,27,35365,Yes
E0100,52,Unkown,Finance,Financial Analyst,21,116467,No
E0940,48,Female,Finance,Financial Analyst,18,158418,No
E0687,44,Unkown,sales,Sales Executive,26,127532,No
E1029,46,Female,HR,Recruiter,2,96826,No
E0648,46,Male,sales,Sales Executive,6,62438,No
E1306,38,Female,Operations,Supervisor,18,83914,No
E0110,58,Male,Finance,Accountant,19,96090,No
E0337,32,Male,Sales,Sales Executive,13,45295,No
E0180,48,Female,R&D,Research Analyst,12,49531,No
E0623,23,Unkown,Finance,Financial Analyst,19,34854,No
E0555,41,Unkown,Sales,Sales Manager,3,53047,No
E1052,47,Female,sales,Sales Executive,12,153618,N
E0631,60,Male,HR,HR Executive,31,152432,No
E1409,28,Female,sales,Sales Executive,34,109510,Unknown
E0119,53,Male,Finance,Accountant,14,142834,No
E1221,41,Male,Sales,Sales Executive,34,121747,No
E1344,35,Female,Human Resources,Recruiter,34,99617,No
E1271,50,Female,Operations,Operations Executive,17,63243,Yes
E0135,23,Unkown,Marketing,SEO Specialist,12,154061,No
E0486,30,Male,Finance,Financial Analyst,9,77612,No
E0053,37,Male,Operations,Operations Executive,18,135734,No
E0361,58,Male,Operations,Operations Executive,31,108479,N
E0260,40,Female,sales,Sales Executive,29,31368,No
E1028,22,Male,IT,Software Engineer,19,72454,No
E1041,49,Male,Human Resources,Recruiter,2,122599,No
E0330,58,Unkown,Operations,Operations Executive,26,126051,Yes
E0608,52,Unkown,sales,Sales Executive,19,118580,No
E0298,36,Male,HR,Recruiter,9,59339,No
E0737,27,Male,Operations,Supervisor,0,132424,N
E0755,45,Male,Marketing,SEO Specialist,17,93674,No
E0642,52,Female,sales,Sales Executive,6,66305,No
E0867,40,Male,Operations,Supervisor,16,37342,Yes
E1251,57,Male,Marketing,Marketing Executive,5,151149,Yes
E1061,24,Male,Finance,Financial Analyst,3,74638,No
E0580,54,Unkown,IT,Software Engineer,19,93070,No
E0023,38,Male,IT,System Admin,28,118191,No
E2332,53,Male,IT,System Admin,4,62790,Unknown
E0785,45,Female,Finance,Financial Analyst,33,93070,No
E0843,30,Male,Human Resources,Recruiter,32,99403,No
E0474,51,Female,Sales,Sales Manager,29,109387,No
E0283,56,Unkown,Sales,Sales Manager,34,90606,No
E0609,58,Male,IT,System Admin,18,89841,No
E1438,33,Unkown,Marketing,Marketing Executive,18,92225,No
E0944,23,Female,Finance,Accountant,15,48406,Yes
E1236,41,Female,Marketing,Marketing Executive,29,138627,Yes
E1477,29,Unkown,Marketing,SEO Specialist,34,101512,No
E0290,26,Female,Operations,Operations Executive,7,53666,No
E0645,42,Unkown,IT,System Admin,10,159192,Yes
E1480,27,Unkown,Sales,Sales Manager,8,143964,No
E1170,54,Male,Finance,Accountant,9,150098,No
E0468,52,Unkown,sales,Sales Executive,29,55960,Unknown
E0605,38,Male,sales,Sales Executive,26,61766,No
E0067,48,Female,sales,Sales Executive,28,38584,No
E0452,41,Female,Sales,Sales Executive,2,79300,Yes
E0662,44,Male,HR,HR Executive,32,64921,No
E1472,32,Female,Finance,Accountant,35,146010,No
E0951,35,Unkown,Sales,Sales Executive,26,120315,No
E1498,58,Female,HR,HR Executive,28,144547,No
E1439,25,Male,R&D,Scientist,23,147661,No
E0144,24,Female,Human Resources,Recruiter,3,87872,No
E0431,22,Male,Finance,Accountant,21,158995,Unknown
E0693,60,Male,Finance,Accountant,27,125052,No
E1081,34,Male,Human Resources,Recruiter,17,159407,No
E1164,38,Male,Human Resources,Recruiter,32,126169,No
E0774,46,Unkown,sales,Sales Executive,20,89471,Yes
E0717,43,Male,Sales,Sales Executive,13,109814,No
E0185,28,Female,Marketing,Marketing Executive,14,89642,No
E0895,52,Male,Marketing,Marketing Executive,31,64012,Yes
E1298,54,Male,Marketing,Marketing Executive,22,154020,Yes
E1122,40,Male,Operations,Operations Executive,3,93907,No
E0479,49,Male,R&D,Scientist,14,93633,No
E0533,53,Male,Operations,Operations Executive,20,128212,No
E0410,30,Female,Sales,Sales Executive,33,71280,No
E0676,26,Female,Marketing,Marketing Executive,27,158486,No
E0561,28,Female,Operations,Supervisor,34,90443,No
E0558,42,Unkown,HR,Recruiter,5,120214,No
E1499,44,Male,R&D,Scientist,34,58536,No
E0171,35,Male,R&D,Research Analyst,16,74274,No
E0481,23,Male,sales,Sales Executive,17,87547,No
E0121,31,Unkown,IT,Software Engineer,1,66735,No
E1117,38,Female,IT,Software Engineer,5,35644,No
E0090,49,Female,Finance,Financial Analyst,19,52190,No
E0222,26,Male,Human Resources,Recruiter,2,123617,Yes
E1139,55,Unkown,sales,Sales Executive,22,54348,Yes
E0108,42,Male,IT,Software Engineer,29,82878,Yes
E0669,55,Male,Human Resources,Recruiter,16,93070,No
E2382,21,Male,sales,Sales Executive,25,139624,Yes
E0159,25,Female,Finance,Accountant,8,81953,Yes
E0624,21,Female,Operations,Operations Executive,2,101796,No
E0267,27,Unkown,Marketing,Marketing Executive,14,80882,No
E1294,54,Male,Sales,Sales Executive,27,64495,No
E1240,57,Female,IT,System Admin,25,83034,No
E0250,39,Unkown,HR,HR Executive,21,47437,N
E0089,32,Unkown,IT,System Admin,17,133201,Unknown
E1291,50,Female,sales,Sales Executive,34,97684,No
E0421,33,Male,Sales,Sales Manager,14,32000,Yes
E0831,27,Unkown,Human Resources,Recruiter,8,28454,Unknown
E1336,55,Female,Marketing,SEO Specialist,1,64424,No
E0141,32,Male,IT,Software Engineer,2,29105,Yes
E0984,38,Female,Sales,Sales Executive,19,100667,No
E0467,58,Male,Finance,Financial Analyst,32,150630,Yes
E0463,40,Male,IT,Software Engineer,9,148470,No
E0478,42,Female,HR,HR Executive,20,83338,No
E0674,57,Unkown,Marketing,Marketing Executive,22,64867,No
E0912,21,Female,Finance,Financial Analyst,26,31407,No
E0106,38,Male,HR,HR Executive,19,52896,Y
E1177,24,Unkown,HR,HR Executive,8,50240,Yes
E1356,23,Male,HR,HR Executive,3,33687,Yes
E0974,48,Unkown,Sales,Sales Executive,15,98789,No
E0151,32,Male,Human Resources,Recruiter,17,63320,No
E1313,51,Male,Human Resources,Recruiter,27,32634,No
E0702,38,Male,sales,Sales Executive,11,146104,No
E1176,29,Unkown,Human Resources,Recruiter,4,53753,Yes
E0612,25,Female,IT,Software Engineer,30,103479,No
E0404,23,Male,Sales,Sales Executive,31,118002,No
E0303,59,Unkown,Sales,Sales Manager,31,82426,No
E0614,38,Male,Human Resources,Recruiter,10,91546,No
E0832,30,Female,Operations,Supervisor,2,124805,No
E1077,32,Male,R&D,Scientist,5,29879,No
E0125,28,Unkown,Marketing,Marketing Executive,14,151676,No
E1421,41,Male,Marketing,Marketing Executive,8,154341,Yes
E1178,23,Male,Operations,Operations Executive,20,113208,No
E0349,57,Male,sales,Sales Executive,14,28827,No
E0369,29,Male,HR,HR Executive,15,34171,No
E0142,36,Unkown,Human Resources,Recruiter,30,127916,Yes
E1155,45,Unkown,Operations,Supervisor,30,29291,No
E1181,58,Male,sales,Sales Executive,27,84727,No
E0022,37,Female,Marketing,SEO Specialist,32,112471,No
E0519,54,Female,Human Resources,Recruiter,17,145731,No
E1191,47,Unkown,sales,Sales Executive,8,36964,No
E0198,40,Female,Sales,Sales Manager,33,115318,Yes
E0050,44,Unkown,R&D,Research Analyst,4,84672,Unknown
E0962,25,Unkown,Finance,Accountant,33,129785,No
E1096,53,Male,IT,System Admin,0,144772,No
E0062,36,Male,Operations,Operations Executive,35,152807,No
E1201,33,Unkown,R&D,Research Analyst,7,57293,No
E1182,60,Unkown,HR,Recruiter,9,58035,No
E0563,41,Male,HR,HR Executive,1,72364,No
E1150,31,Female,Operations,Supervisor,24,126089,No
E1238,52,Female,Sales,Sales Executive,16,33966,No
E1424,55,Male,Operations,Supervisor,30,41108,No
E0839,31,Female,Human Resources,Recruiter,16,38056,Unknown
E0819,50,Unkown,Human Resources,Recruiter,18,146563,Yes
E1460,47,Male,Finance,Accountant,29,154483,No
E1396,23,Unkown,Finance,Accountant,10,28555,No
E0640,34,Unkown,Finance,Accountant,28,147583,Yes
E0581,30,Female,IT,System Admin,35,60202,Yes
E1322,40,Female,Marketing,SEO Specialist,18,139364,No
E0027,38,Female,Finance,Accountant,33,71497,No
E1395,39,Female,IT,System Admin,12,95249,Yes
E1372,55,Unkown,sales,Sales Executive,30,61447,No
E0766,40,Female,IT,System Admin,2,156607,No
E0957,27,Male,IT,Software Engineer,33,44314,No
E0026,35,Male,Operations,Supervisor,4,94417,No
E0406,39,Male,Human Resources,Recruiter,8,121215,No
E0078,29,Unkown,Finance,Accountant,23,132808,No
E0249,41,Female,Operations,Supervisor,24,100241,No
E0386,38,Unkown,Finance,Accountant,23,84678,No
E1270,39,Male,Finance,Accountant,24,93070,No
E1382,57,Female,Human Resources,Recruiter,16,153638,No
E1190,44,Male,Marketing,SEO Specialist,1,114498,Yes
E0495,24,Unkown,HR,Recruiter,24,79030,No
E0970,24,Unkown,Human Resources,Recruiter,5,100876,No
E1140,31,Male,Finance,Accountant,16,153077,Yes
E0273,38,Male,Human Resources,Recruiter,26,66185,Yes
E1474,33,Unkown,R&D,Scientist,21,67604,No
E0588,35,Female,Sales,Sales Executive,10,150280,No
E0241,31,Male,Human Resources,Recruiter,18,149932,No
E0906,35,Female,sales,Sales Executive,25,88686,No
E0054,59,Male,Finance,Financial Analyst,6,147025,No
E0859,35,Unkown,HR,Recruiter,27,117758,Yes
E0242,50,Unkown,Marketing,SEO Specialist,2,37527,Y
E0395,34,Unkown,IT,System Admin,18,71693,No
E1035,59,Female,sales,Sales Executive,22,39707,No
E1311,54,Female,Finance,Accountant,33,33299,Yes
E1413,40,Unkown,R&D,Research Analyst,31,52351,No
E1009,41,Unkown,IT,System Admin,11,122594,No
E1373,54,Female,sales,Sales Executive,2,81707,Yes
E0618,40,Unkown,Sales,Sales Manager,18,148282,No
E0286,29,Female,Finance,Financial Analyst,19,44748,No
E1142,30,Male,sales,Sales Executive,7,145129,Yes
E1407,49,Male,Finance,Accountant,14,45196,No
E1452,60,Unkown,sales,Sales Executive,24,138775,No
E0156,33,Unkown,R&D,Scientist,16,138378,Yes
E0418,37,Female,R&D,Research Analyst,17,93070,No
E0279,27,Female,Human Resources,Recruiter,33,105680,No
E1367,45,Female,R&D,Research Analyst,16,122772,No
E0586,59,Unkown,Sales,Sales Executive,31,54755,Yes
E0765,36,Female,Finance,Accountant,14,138063,Y
E1214,46,Female,Marketing,Marketing Executive,23,51274,No
E1007,39,Male,Human Resources,Recruiter,13,138966,No
E0379,51,Male,Finance,Accountant,12,83473,No
E0704,22,Unkown,Marketing,Marketing Executive,34,93070,No
E0307,42,Female,Operations,Operations Executive,21,158649,No
E0274,58,Female,R&D,Scientist,5,96890,No
E1163,31,Male,IT,System Admin,5,99702,No
E0063,33,Male,Finance,Financial Analyst,30,140346,Unknown
E0261,36,Female,HR,Recruiter,1,102643,Yes
E1302,45,Unkown,HR,HR Executive,25,98800,No
E1369,59,Male,Marketing,Marketing Executive,3,132343,No
E0683,29,Unkown,Marketing,Marketing Executive,8,51186,No
E0927,44,Female,IT,Software Engineer,15,73893,No
E1166,33,Unkown,R&D,Research Analyst,26,104845,No
E0503,57,Male,Operations,Operations Executive,21,145706,No
E1212,22,Male,R&D,Research Analyst,30,37302,Yes
E0482,39,Male,R&D,Scientist,5,96046,No
E1078,57,Female,Operations,Operations Executive,7,63552,Unknown
E1281,29,Male,sales,Sales Executive,6,152282,No
E0112,41,Male,Human Resources,Recruiter,31,103718,No
E0820,22,Male,Finance,Financial Analyst,3,124174,No
E1208,23,Unkown,Operations,Operations Executive,11,45413,No
